source_region,destination_region,passengers,bookings,rpk,month
Asia : South Asia,Africa : Eastern Africa,38522,24929,212700169.0,2015-12-01
Latin America : Central America,Latin America : Upper South America,155163,92627,379947561.0,2015-12-01
Latin America : Caribbean,Asia : South East Asia,3248,1421,58047029.0,2015-10-01
Latin America : Caribbean,Latin America : Caribbean,574625,106260,242298097.0,2015-03-01
Latin America : Upper South America,Africa : Eastern Africa,194,177,3000137.0,2015-02-01
Europe : Western Europe,North America,2470694,1419172,18296651895.0,2015-06-01
Asia : North East Asia,Africa : Southern Africa,30763,12789,377844892.0,2015-09-01
Asia : South Asia,Africa : Southern Africa,22985,14358,195071802.0,2015-11-01
Latin America : Upper South America,Latin America : Caribbean,97073,45402,159145503.0,2015-03-01
Europe : Western Europe,Asia : South East Asia,573749,317131,6043203336.0,2015-09-01
Southwest Pacific,Africa : Eastern Africa,5574,3083,59249543.0,2015-04-01
Europe : Eastern/Central Europe,Africa : Central/Western Africa,8945,4209,57083746.0,2015-04-01
Latin America : Central America,Latin America : Upper South America,139672,80147,350629347.0,2015-04-01
Asia : South East Asia,Africa : Eastern Africa,8807,4493,68582982.0,2015-02-01
Latin America : Upper South America,North America,318219,203070,1353125144.0,2015-01-01
Asia : South Asia,Latin America : Caribbean,5685,1082,82722010.0,2015-12-01
Africa : North Africa,Asia : South East Asia,17432,8398,156776712.0,2015-11-01
Southwest Pacific,Southwest Pacific,5818638,1843345,7488888705.0,2015-05-01
Europe : Eastern/Central Europe,Europe : Western Europe,4050349,1250338,6533890900.0,2015-06-01
Europe : Western Europe,Asia : South Asia,447078,267633,3242759616.0,2015-05-01
Asia : South Asia,Africa : Eastern Africa,29726,20650,170506154.0,2015-02-01
Latin America : Lower South America,Latin America : Upper South America,171719,90650,655728008.0,2015-05-01
Asia : Central Asia,Africa : Southern Africa,235,149,2577815.0,2015-08-01
Latin America : Upper South America,Southwest Pacific,1915,1539,32469085.0,2015-02-01
Asia : South East Asia,Europe : Eastern/Central Europe,112471,65286,958332241.0,2015-01-01
Europe : Eastern/Central Europe,Asia : North East Asia,578178,180404,2280801815.0,2015-12-01
Europe : Eastern/Central Europe,Asia : South East Asia,54657,30449,497284508.0,2015-09-01
Latin America : Upper South America,Europe : Eastern/Central Europe,3124,2180,33819103.0,2015-04-01
Latin America : Caribbean,Asia : South East Asia,4211,1852,73601650.0,2015-12-01
Latin America : Central America,Asia : South Asia,2120,1615,34508822.0,2015-03-01
Southwest Pacific,Europe : Western Europe,219579,177707,3542511172.0,2015-08-01
Africa : North Africa,North America,89321,81093,748225301.0,2015-08-01
Middle East,Asia : Central Asia,30654,4347,86105053.0,2015-02-01
Latin America : Caribbean,Africa : Eastern Africa,355,157,5640679.0,2015-02-01
Latin America : Central America,Europe : Western Europe,203135,113598,1898941504.0,2015-07-01
Latin America : Upper South America,Europe : Eastern/Central Europe,2592,1724,28357141.0,2015-01-01
North America,Latin America : Lower South America,415462,260047,3389248150.0,2015-01-01
Europe : Eastern/Central Europe,North America,221375,143339,1867202262.0,2015-05-01
Europe : Western Europe,Asia : North East Asia,1181383,472740,10927004720.0,2015-08-01
Europe : Western Europe,Latin America : Lower South America,315806,197528,3159259290.0,2015-03-01
Europe : Western Europe,Africa : Central/Western Africa,270561,130326,1343583382.0,2015-04-01
Africa : Southern Africa,Africa : Southern Africa,1402532,574180,1343870703.0,2015-09-01
Latin America : Upper South America,Latin America : Central America,156404,101347,398799790.0,2015-08-01
Asia : Central Asia,Asia : Central Asia,383608,144543,359195008.0,2015-09-01
Europe : Western Europe,Europe : Western Europe,44997396,11394402,52881807210.0,2015-06-01
North America,Europe : Eastern/Central Europe,188707,99512,1616081454.0,2015-12-01
Africa : Central/Western Africa,Latin America : Caribbean,2251,521,28738058.0,2015-10-01
Latin America : Upper South America,Asia : South Asia,746,616,12113983.0,2015-02-01
Asia : South Asia,Asia : South Asia,6188763,1706015,5878231864.0,2015-09-01
Africa : Eastern Africa,Africa : Southern Africa,51329,28017,154892980.0,2015-02-01
Europe : Western Europe,Africa : North Africa,1126710,436799,2246792977.0,2015-04-01
Africa : North Africa,Asia : Central Asia,1083,179,5649681.0,2015-12-01
Asia : North East Asia,Africa : Central/Western Africa,31583,12885,392941835.0,2015-06-01
Latin America : Caribbean,Asia : North East Asia,4348,1531,64280259.0,2015-04-01
Latin America : Central America,Latin America : Upper South America,158809,90076,399737933.0,2015-10-01
Asia : Central Asia,Africa : Eastern Africa,164,41,1271256.0,2015-10-01
Middle East,Africa : Eastern Africa,111573,54052,346706565.0,2015-12-01
Asia : South Asia,Africa : North Africa,19973,5420,114557529.0,2015-07-01
Latin America : Lower South America,Asia : North East Asia,38440,19073,726112889.0,2015-10-01
Middle East,Southwest Pacific,41382,18857,524203301.0,2015-05-01
Europe : Western Europe,Asia : North East Asia,1077829,478246,10096798894.0,2015-10-01
Asia : South East Asia,Africa : Central/Western Africa,9357,5409,116097650.0,2015-04-01
Africa : Southern Africa,Latin America : Upper South America,487,375,6522612.0,2015-02-01
Asia : South East Asia,Africa : Central/Western Africa,9149,6234,114088915.0,2015-01-01
Europe : Western Europe,Europe : Eastern/Central Europe,3773054,1133236,5899003902.0,2015-10-01
Africa : Central/Western Africa,Latin America : Central America,1521,465,19101756.0,2015-09-01
Asia : South Asia,Europe : Eastern/Central Europe,43396,26162,267599985.0,2015-05-01
Africa : Eastern Africa,Asia : South East Asia,11171,6039,90422474.0,2015-05-01
Asia : North East Asia,Latin America : Upper South America,13341,6774,229424866.0,2015-05-01
Asia : South East Asia,Europe : Western Europe,592055,420712,6090950760.0,2015-02-01
Latin America : Lower South America,Latin America : Lower South America,9845081,1196979,11272268465.0,2015-01-01
Africa : Central/Western Africa,Latin America : Upper South America,432,402,5815520.0,2015-02-01
North America,Middle East,324221,217021,3647020640.0,2015-06-01
Europe : Western Europe,Africa : Eastern Africa,188827,107497,1517892295.0,2015-06-01
Asia : South East Asia,Middle East,410236,185810,2927594937.0,2015-09-01
Asia : North East Asia,Africa : North Africa,42530,17320,413187600.0,2015-12-01
Africa : Southern Africa,Europe : Western Europe,175225,107602,1633555033.0,2015-02-01
Middle East,Africa : Southern Africa,31646,19963,214945347.0,2015-07-01
Latin America : Lower South America,Asia : South Asia,3264,2548,49902100.0,2015-07-01
Latin America : Caribbean,Africa : Central/Western Africa,424,409,5350064.0,2015-04-01
Europe : Eastern/Central Europe,Africa : Central/Western Africa,9403,4970,60137320.0,2015-01-01
Africa : North Africa,Asia : North East Asia,35544,13548,307396641.0,2015-07-01
Latin America : Upper South America,Latin America : Lower South America,159915,91163,613932048.0,2015-06-01
Latin America : Central America,Latin America : Upper South America,149735,88330,375750288.0,2015-09-01
Africa : North Africa,Asia : South East Asia,19891,12979,185820710.0,2015-08-01
Europe : Eastern/Central Europe,Africa : Central/Western Africa,10061,4221,63287231.0,2015-03-01
Latin America : Upper South America,Africa : Central/Western Africa,1021,318,13259251.0,2015-05-01
Asia : South Asia,Africa : Central/Western Africa,15436,11379,128965591.0,2015-12-01
Latin America : Caribbean,North America,1525960,595399,4297364329.0,2015-04-01
Middle East,Middle East,3872012,1154151,3583642259.0,2015-02-01
Asia : South East Asia,Asia : South Asia,455435,163997,1466323250.0,2015-10-01
Latin America : Caribbean,North America,1500634,573219,4227260968.0,2015-01-01
Africa : Eastern Africa,Africa : Southern Africa,64286,33164,193699399.0,2015-09-01
Middle East,Africa : Central/Western Africa,65199,35684,398772703.0,2015-10-01
North America,Southwest Pacific,178353,103068,2210708631.0,2015-02-01
Latin America : Upper South America,Asia : South Asia,641,614,10611083.0,2015-07-01
Southwest Pacific,Latin America : Caribbean,519,369,10214236.0,2015-06-01
Asia : Central Asia,Latin America : Central America,247,20,3305497.0,2015-01-01
North America,Europe : Western Europe,1762783,892894,13073890329.0,2015-11-01
Africa : North Africa,North America,34128,19782,303722620.0,2015-02-01
Europe : Western Europe,Asia : South East Asia,638370,397442,6704759927.0,2015-10-01
Europe : Western Europe,Latin America : Lower South America,339107,232596,3457227145.0,2015-11-01
North America,Latin America : Caribbean,979522,346729,2743396412.0,2015-09-01
Africa : Eastern Africa,Asia : South East Asia,9669,6509,78380553.0,2015-08-01
Asia : North East Asia,Europe : Western Europe,797538,284300,7472913096.0,2015-12-01
Latin America : Upper South America,Europe : Eastern/Central Europe,2859,2043,31003012.0,2015-03-01
Latin America : Caribbean,Asia : South Asia,1544,734,23281029.0,2015-08-01
Africa : Eastern Africa,Europe : Eastern/Central Europe,9129,4369,67525310.0,2015-05-01
Africa : North Africa,Middle East,684893,299364,1412518842.0,2015-01-01
Africa : Eastern Africa,Africa : North Africa,20363,7272,61564874.0,2015-05-01
Asia : North East Asia,Europe : Western Europe,1056999,419352,9869205580.0,2015-10-01
Africa : Southern Africa,Europe : Eastern/Central Europe,10913,6674,105712198.0,2015-12-01
Europe : Western Europe,Africa : Central/Western Africa,318523,199566,1644586506.0,2015-07-01
Asia : South Asia,Asia : Central Asia,10311,2958,22379254.0,2015-02-01
Middle East,Africa : Central/Western Africa,58062,33788,350043959.0,2015-06-01
Africa : Eastern Africa,Asia : North East Asia,34928,13551,322419184.0,2015-10-01
Asia : South East Asia,Asia : South Asia,470078,170310,1521965822.0,2015-12-01
Latin America : Caribbean,Asia : Central Asia,95,77,1191603.0,2015-08-01
Middle East,Asia : Central Asia,35151,5112,99155551.0,2015-12-01
Southwest Pacific,Africa : North Africa,2007,915,30434421.0,2015-02-01
Asia : North East Asia,Europe : Western Europe,1057488,390290,9774668983.0,2015-06-01
Latin America : Upper South America,Africa : Eastern Africa,410,279,6232576.0,2015-10-01
North America,Africa : Southern Africa,35351,23090,552793918.0,2015-03-01
Latin America : Caribbean,Asia : Central Asia,109,36,1413459.0,2015-09-01
Europe : Western Europe,Asia : Central Asia,78618,27620,332691658.0,2015-02-01
Europe : Eastern/Central Europe,Europe : Eastern/Central Europe,2705817,979114,3212884445.0,2015-11-01
Europe : Western Europe,Latin America : Central America,156126,98027,1468989727.0,2015-01-01
Africa : Eastern Africa,Latin America : Lower South America,887,601,10944805.0,2015-02-01
Latin America : Upper South America,Asia : Central Asia,126,52,1880742.0,2015-08-01
Southwest Pacific,Asia : South East Asia,398180,128756,2285374217.0,2015-02-01
Africa : Southern Africa,Middle East,36452,25898,249802482.0,2015-12-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,8539,4521,64586277.0,2015-03-01
North America,Latin America : Caribbean,1368763,539773,3910438559.0,2015-06-01
Africa : Central/Western Africa,Latin America : Central America,975,373,12922444.0,2015-11-01
Asia : South East Asia,Latin America : Lower South America,6794,5165,127495915.0,2015-05-01
Africa : North Africa,Latin America : Upper South America,546,321,6356394.0,2015-04-01
Latin America : Upper South America,Africa : Eastern Africa,180,152,2786498.0,2015-01-01
Latin America : Lower South America,Asia : Central Asia,58,61,783042.0,2015-01-01
Southwest Pacific,Latin America : Caribbean,363,292,6445078.0,2015-09-01
Africa : Southern Africa,Asia : Central Asia,1117,152,10673967.0,2015-06-01
Latin America : Central America,Europe : Eastern/Central Europe,9768,4742,105066780.0,2015-09-01
Asia : North East Asia,Asia : South East Asia,3117205,498869,9856098418.0,2015-08-01
Southwest Pacific,Africa : Southern Africa,16508,11440,209313235.0,2015-03-01
Latin America : Caribbean,Southwest Pacific,645,474,11325088.0,2015-04-01
North America,Asia : South Asia,299842,223572,4220656826.0,2015-06-01
Asia : South Asia,Europe : Western Europe,482849,405409,3540164533.0,2015-04-01
Latin America : Upper South America,Africa : Eastern Africa,210,162,3250628.0,2015-04-01
Europe : Eastern/Central Europe,Latin America : Upper South America,3669,2438,39829407.0,2015-08-01
Africa : Southern Africa,North America,34509,22723,524235617.0,2015-04-01
Asia : Central Asia,Latin America : Upper South America,113,32,1541729.0,2015-07-01
North America,Europe : Western Europe,2557973,1428235,18992030025.0,2015-09-01
Latin America : Lower South America,Middle East,15905,11285,201759446.0,2015-05-01
Africa : Eastern Africa,Africa : Southern Africa,72170,36943,221984706.0,2015-12-01
Latin America : Central America,North America,1753767,810969,5063266453.0,2015-03-01
Latin America : Caribbean,Latin America : Upper South America,107645,51151,182677614.0,2015-11-01
Latin America : Central America,Latin America : Upper South America,158886,95374,392557422.0,2015-11-01
Africa : Eastern Africa,Asia : Central Asia,204,63,1337961.0,2015-11-01
Latin America : Caribbean,Africa : Eastern Africa,514,225,8210806.0,2015-01-01
North America,Asia : Central Asia,5108,3653,59321676.0,2015-04-01
Latin America : Lower South America,Latin America : Upper South America,186465,112262,726033543.0,2015-12-01
Europe : Western Europe,Middle East,1167595,610376,4504536254.0,2015-03-01
Europe : Western Europe,Asia : South East Asia,588612,317242,6191424271.0,2015-06-01
Latin America : Central America,Africa : Central/Western Africa,344,265,4463802.0,2015-01-01
Africa : Central/Western Africa,Africa : Southern Africa,41825,19675,187944194.0,2015-05-01
Asia : South East Asia,Asia : South Asia,432228,141733,1384188850.0,2015-09-01
Africa : Central/Western Africa,Europe : Western Europe,244689,134502,1213190018.0,2015-02-01
Asia : Central Asia,Latin America : Upper South America,72,13,990131.0,2015-05-01
Middle East,Europe : Western Europe,995328,562820,3846149717.0,2015-01-01
Latin America : Caribbean,Africa : Eastern Africa,575,164,9217425.0,2015-04-01
Europe : Eastern/Central Europe,Asia : North East Asia,608833,185187,2486920012.0,2015-11-01
Asia : North East Asia,North America,882184,413049,9083735953.0,2015-04-01
Africa : Southern Africa,Asia : North East Asia,31316,14096,385760262.0,2015-07-01
Africa : North Africa,Africa : Southern Africa,4660,2686,34773214.0,2015-01-01
North America,Europe : Eastern/Central Europe,248493,129205,2115082089.0,2015-10-01
Africa : Southern Africa,Africa : Eastern Africa,61878,34835,186686140.0,2015-09-01
Africa : North Africa,Africa : Southern Africa,5109,2632,37971374.0,2015-04-01
Latin America : Caribbean,Middle East,2446,1230,29811512.0,2015-04-01
Southwest Pacific,Africa : Southern Africa,15209,9099,179636247.0,2015-06-01
Latin America : Lower South America,Latin America : Central America,88643,65227,625517311.0,2015-02-01
